YYYYMMDDHHmmss,Hostname,IP,CPU_Usage,Memory_Usage,Swap_Usage,Filesystem_Usage,Ping_Status
20250908081300,h1,10.0.0.1,46,41,42,10,OK
20250908081400,h1,10.0.0.1,49,59,3,6,OK
20250908081500,h1,10.0.0.1,61,31,38,8,OK
20250908081600,h1,10.0.0.1,44,21,16,30,OK
20250908081700,h1,10.0.0.1,40,80,20,59,OK
20250908081800,h1,10.0.0.1,76,42,2,49,OK
20250908081900,h1,10.0.0.1,93,3,21,26,OK
20250908082000,h1,10.0.0.1,88,28,47,68,OK
20250908082100,h1,10.0.0.1,90,84,49,14,OK
20250908082200,h1,10.0.0.1,13,18,20,76,OK
20250908082300,h1,10.0.0.1,18,84,35,56,OK
20250908082400,h1,10.0.0.1,40,77,22,56,OK
20250908082500,h1,10.0.0.1,99,79,48,14,OK
20250908082600,h1,10.0.0.1,90,39,3,74,OK
20250908082700,h1,10.0.0.1,25,63,13,81,OK
20250908082800,h1,10.0.0.1,49,62,14,41,OK
20250908082900,h1,10.0.0.1,9,44,17,93,OK
20250908083000,h1,10.0.0.1,45,39,28,68,OK
20250908083100,h1,10.0.0.1,31,79,11,22,OK
20250908083200,h1,10.0.0.1,28,66,25,9,OK
20250908083300,h1,10.0.0.1,70,28,21,92,OK
20250908083400,h1,10.0.0.1,19,41,2,88,OK
20250908083500,h1,10.0.0.1,29,41,26,42,OK
20250908083600,h1,10.0.0.1,45,73,0,12,OK
20250908083700,h1,10.0.0.1,93,5,9,7,OK
20250908083800,h1,10.0.0.1,18,51,32,53,OK
20250908083900,h1,10.0.0.1,45,60,28,43,OK
20250908084000,h1,10.0.0.1,37,17,1,36,OK
20250908084100,h1,10.0.0.1,41,72,34,16,OK
20250908084200,h1,10.0.0.1,91,60,1,75,OK
20250908084300,h1,10.0.0.1,85,36,41,42,OK
20250908084400,h1,10.0.0.1,12,36,20,51,OK
20250908084500,h1,10.0.0.1,14,41,25,79,OK
20250908084600,h1,10.0.0.1,30,28,21,55,OK
20250908084700,h1,10.0.0.1,45,30,7,26,OK
20250908084800,h1,10.0.0.1,37,40,6,23,OK
20250908084900,h1,10.0.0.1,95,64,39,4,OK
20250908085000,h1,10.0.0.1,27,98,35,78,OK
20250908085100,h1,10.0.0.1,90,61,35,35,OK
20250908085200,h1,10.0.0.1,44,63,25,84,OK
20250908085300,h1,10.0.0.1,1,52,26,58,OK
20250908085400,h1,10.0.0.1,59,41,27,49,OK
20250908085500,h1,10.0.0.1,45,71,34,28,OK
20250908085600,h1,10.0.0.1,5,95,2,60,OK
20250908085700,h1,10.0.0.1,46,1,19,86,OK
20250908085800,h1,10.0.0.1,68,89,34,23,OK
20250908085900,h1,10.0.0.1,48,15,21,74,OK
20250908090000,h1,10.0.0.1,39,40,2,9,OK
20250908090100,h1,10.0.0.1,97,49,45,11,OK
20250908090200,h1,10.0.0.1,80,24,5,6,OK
20250908090300,h1,10.0.0.1,31,30,34,29,OK
20250908090400,h1,10.0.0.1,50,47,44,76,OK
20250908090500,h1,10.0.0.1,87,2,9,11,OK
20250908090600,h1,10.0.0.1,26,10,15,36,OK
20250908090700,h1,10.0.0.1,1,71,44,31,OK
20250908090800,h1,10.0.0.1,76,98,33,12,LOSS
20250908090900,h1,10.0.0.1,95,93,12,91,OK
20250908091000,h1,10.0.0.1,76,24,48,20,OK
20250908091100,h1,10.0.0.1,34,36,21,79,OK
20250908091200,h1,10.0.0.1,75,89,46,53,OK
20250908091300,h1,10.0.0.1,54,51,36,8,OK
20250908091400,h1,10.0.0.1,88,97,0,79,OK
20250908091500,h1,10.0.0.1,46,25,25,11,OK
20250908091600,h1,10.0.0.1,81,27,25,17,OK
20250908091700,h1,10.0.0.1,68,41,12,69,OK
20250908091800,h1,10.0.0.1,95,25,45,9,OK
20250908091900,h1,10.0.0.1,87,57,5,75,OK
20250908092000,h1,10.0.0.1,22,43,42,31,OK
20250908092100,h1,10.0.0.1,87,55,39,64,OK
20250908092200,h1,10.0.0.1,36,31,47,19,OK
20250908092300,h1,10.0.0.1,84,17,35,5,OK
20250908092400,h1,10.0.0.1,84,66,29,83,OK
20250908092500,h1,10.0.0.1,47,91,4,77,OK
20250908092600,h1,10.0.0.1,32,54,23,59,LOSS
20250908092700,h1,10.0.0.1,19,42,19,8,OK
20250908092800,h1,10.0.0.1,71,12,21,80,OK
20250908092900,h1,10.0.0.1,96,17,8,94,OK
20250908093000,h1,10.0.0.1,91,7,5,19,OK
20250908093100,h1,10.0.0.1,49,20,24,6,OK
20250908093200,h1,10.0.0.1,60,19,15,62,OK
20250908093300,h1,10.0.0.1,35,9,2,24,OK
20250908093400,h1,10.0.0.1,54,62,48,13,OK
20250908093500,h1,10.0.0.1,40,38,44,95,OK
20250908093600,h1,10.0.0.1,34,82,44,32,OK
20250908093700,h1,10.0.0.1,65,4,17,23,OK
20250908093800,h1,10.0.0.1,90,33,46,8,OK
20250908093900,h1,10.0.0.1,56,38,43,73,OK
20250908094000,h1,10.0.0.1,31,46,48,89,OK
20250908094100,h1,10.0.0.1,33,6,44,59,OK
20250908094200,h1,10.0.0.1,4,10,41,41,OK
20250908094300,h1,10.0.0.1,38,71,20,4,LOSS
20250908094400,h1,10.0.0.1,17,67,44,35,OK
20250908094500,h1,10.0.0.1,79,79,32,32,OK
20250908094600,h1,10.0.0.1,11,89,36,68,OK
20250908094700,h1,10.0.0.1,3,84,28,10,OK
20250908094800,h1,10.0.0.1,99,67,11,19,OK
20250908094900,h1,10.0.0.1,97,86,15,58,OK
20250908095000,h1,10.0.0.1,96,30,26,53,OK
20250908095100,h1,10.0.0.1,27,88,19,10,OK
20250908095200,h1,10.0.0.1,42,73,12,55,OK
20250908095300,h1,10.0.0.1,99,53,47,17,OK
20250908095400,h1,10.0.0.1,83,81,32,7,OK
20250908095500,h1,10.0.0.1,66,38,43,43,OK
20250908095600,h1,10.0.0.1,85,46,41,10,OK
20250908095700,h1,10.0.0.1,95,76,2,83,OK
20250908095800,h1,10.0.0.1,18,12,15,9,OK
20250908095900,h1,10.0.0.1,39,46,37,13,OK
20250908100000,h1,10.0.0.1,56,19,20,34,OK
20250908100100,h1,10.0.0.1,83,18,10,23,OK
20250908100200,h1,10.0.0.1,82,7,47,86,OK
20250908100300,h1,10.0.0.1,85,56,7,88,OK
20250908100400,h1,10.0.0.1,54,31,40,23,OK
20250908100500,h1,10.0.0.1,30,51,41,62,OK
20250908100600,h1,10.0.0.1,94,91,14,39,LOSS
20250908100700,h1,10.0.0.1,31,34,31,30,OK
20250908100800,h1,10.0.0.1,44,75,46,51,OK
20250908100900,h1,10.0.0.1,15,63,2,89,OK
20250908101000,h1,10.0.0.1,57,7,35,3,OK
20250908101100,h1,10.0.0.1,68,1,18,87,OK
20250908101200,h1,10.0.0.1,7,8,36,9,LOSS
20250908101300,h1,10.0.0.1,69,26,13,13,OK
20250908101400,h1,10.0.0.1,35,82,5,2,OK
20250908101500,h1,10.0.0.1,93,91,15,93,OK
20250908101600,h1,10.0.0.1,43,18,1,26,LOSS
20250908101700,h1,10.0.0.1,9,30,4,93,OK
20250908101800,h1,10.0.0.1,12,27,5,31,OK
20250908101900,h1,10.0.0.1,10,13,39,31,OK
20250908102000,h1,10.0.0.1,11,82,23,52,OK
20250908102100,h1,10.0.0.1,15,94,38,83,OK
20250908102200,h1,10.0.0.1,5,90,14,23,OK
20250908102300,h1,10.0.0.1,31,79,35,59,OK
20250908102400,h1,10.0.0.1,31,15,37,64,OK
20250908102500,h1,10.0.0.1,65,26,26,85,OK
20250908102600,h1,10.0.0.1,57,92,1,31,LOSS
20250908102700,h1,10.0.0.1,76,99,16,93,OK
20250908102800,h1,10.0.0.1,59,7,41,15,OK
20250908102900,h1,10.0.0.1,9,18,42,47,OK
20250908103000,h1,10.0.0.1,49,45,49,53,OK
20250908103100,h1,10.0.0.1,40,22,30,21,OK
20250908103200,h1,10.0.0.1,77,69,40,15,OK
20250908103300,h1,10.0.0.1,54,28,22,21,OK
20250908103400,h1,10.0.0.1,71,39,32,66,LOSS
20250908103500,h1,10.0.0.1,63,74,30,66,OK
20250908103600,h1,10.0.0.1,12,18,19,75,OK
20250908103700,h1,10.0.0.1,57,21,38,18,OK
20250908103800,h1,10.0.0.1,82,44,28,22,OK
20250908103900,h1,10.0.0.1,96,88,39,20,OK
20250908104000,h1,10.0.0.1,54,72,23,34,OK
20250908104100,h1,10.0.0.1,63,2,39,22,OK
20250908104200,h1,10.0.0.1,34,63,48,62,OK
20250908104300,h1,10.0.0.1,99,7,3,36,OK
20250908104400,h1,10.0.0.1,35,7,43,21,OK
20250908104500,h1,10.0.0.1,61,5,47,44,OK
20250908104600,h1,10.0.0.1,90,81,6,83,OK
20250908104700,h1,10.0.0.1,70,29,25,32,OK
20250908104800,h1,10.0.0.1,52,83,41,70,OK
20250908104900,h1,10.0.0.1,6,75,29,28,OK
20250908105000,h1,10.0.0.1,10,80,27,77,OK
20250908105100,h1,10.0.0.1,99,93,18,48,OK
20250908105200,h1,10.0.0.1,81,33,5,11,OK
20250908105300,h1,10.0.0.1,30,15,12,67,OK
20250908105400,h1,10.0.0.1,32,14,9,43,OK
20250908105500,h1,10.0.0.1,66,27,0,7,OK
20250908105600,h1,10.0.0.1,36,50,26,57,OK
20250908105700,h1,10.0.0.1,76,5,47,64,OK
20250908105800,h1,10.0.0.1,96,78,20,56,OK
20250908105900,h1,10.0.0.1,83,70,48,6,OK
20250908110000,h1,10.0.0.1,92,84,1,29,OK
20250908110100,h1,10.0.0.1,83,83,37,40,OK
20250908110200,h1,10.0.0.1,44,84,45,91,OK
20250908110300,h1,10.0.0.1,5,72,49,41,OK
20250908110400,h1,10.0.0.1,82,87,34,60,OK
20250908110500,h1,10.0.0.1,64,85,42,84,OK
20250908110600,h1,10.0.0.1,11,39,4,74,OK
20250908110700,h1,10.0.0.1,87,16,29,23,OK
20250908110800,h1,10.0.0.1,72,3,12,77,OK
20250908110900,h1,10.0.0.1,62,36,9,6,OK
20250908111000,h1,10.0.0.1,37,65,4,25,OK
20250908111100,h1,10.0.0.1,96,67,6,99,OK
20250908111200,h1,10.0.0.1,36,87,38,31,OK
20250908111300,h1,10.0.0.1,19,72,34,59,LOSS
20250908111400,h1,10.0.0.1,56,52,34,66,OK
20250908111500,h1,10.0.0.1,4,82,46,11,OK
20250908111600,h1,10.0.0.1,4,29,38,33,OK
20250908111700,h1,10.0.0.1,95,26,15,67,OK
20250908111800,h1,10.0.0.1,25,33,7,8,OK
20250908111900,h1,10.0.0.1,77,35,16,93,OK
20250908112000,h1,10.0.0.1,20,56,38,61,OK
20250908112100,h1,10.0.0.1,44,6,1,65,OK
20250908112200,h1,10.0.0.1,25,82,17,8,OK
20250908112300,h1,10.0.0.1,7,29,2,74,OK
20250908112400,h1,10.0.0.1,70,20,30,52,OK
20250908112500,h1,10.0.0.1,56,15,16,48,OK
20250908112600,h1,10.0.0.1,73,25,28,66,OK
20250908112700,h1,10.0.0.1,83,71,26,16,OK
20250908112800,h1,10.0.0.1,76,93,29,43,OK
20250908112900,h1,10.0.0.1,54,19,32,65,OK
20250908113000,h1,10.0.0.1,55,15,46,77,OK
20250908113100,h1,10.0.0.1,40,99,41,19,OK
20250908113200,h1,10.0.0.1,90,61,31,97,LOSS
20250908113300,h1,10.0.0.1,96,28,49,60,OK
20250908113400,h1,10.0.0.1,51,52,23,64,OK
20250908113500,h1,10.0.0.1,51,39,27,84,OK
20250908113600,h1,10.0.0.1,88,63,3,97,OK
20250908113700,h1,10.0.0.1,52,55,11,78,OK
20250908113800,h1,10.0.0.1,63,76,30,18,OK
20250908113900,h1,10.0.0.1,34,94,40,11,OK
20250908114000,h1,10.0.0.1,75,76,25,25,OK
20250908114100,h1,10.0.0.1,34,85,15,96,OK
20250908114200,h1,10.0.0.1,9,40,33,12,OK
20250908114300,h1,10.0.0.1,66,69,29,27,OK
20250908114400,h1,10.0.0.1,42,33,19,10,OK
20250908114500,h1,10.0.0.1,23,16,32,25,OK
20250908114600,h1,10.0.0.1,91,40,45,99,OK
20250908114700,h1,10.0.0.1,46,29,9,89,OK
20250908114800,h1,10.0.0.1,87,73,40,45,OK
20250908114900,h1,10.0.0.1,37,40,6,64,OK
20250908115000,h1,10.0.0.1,16,86,23,27,OK
20250908115100,h1,10.0.0.1,13,77,16,59,OK
20250908115200,h1,10.0.0.1,12,62,27,19,OK
20250908115300,h1,10.0.0.1,71,16,32,19,OK
20250908115400,h1,10.0.0.1,8,52,32,59,OK
20250908115500,h1,10.0.0.1,84,38,42,25,OK
20250908115600,h1,10.0.0.1,16,9,43,85,OK
20250908115700,h1,10.0.0.1,99,88,10,57,OK
20250908115800,h1,10.0.0.1,45,78,6,56,OK
20250908115900,h1,10.0.0.1,90,83,0,55,OK
20250908120000,h1,10.0.0.1,89,66,21,4,OK
20250908120100,h1,10.0.0.1,4,87,43,91,OK
20250908120200,h1,10.0.0.1,10,27,4,52,OK
20250908120300,h1,10.0.0.1,56,4,44,75,OK
20250908120400,h1,10.0.0.1,45,67,16,98,OK
20250908120500,h1,10.0.0.1,60,9,44,80,LOSS
20250908120600,h1,10.0.0.1,78,35,21,45,OK
20250908120700,h1,10.0.0.1,29,33,2,65,OK
20250908120800,h1,10.0.0.1,61,86,16,36,OK
20250908120900,h1,10.0.0.1,76,7,7,90,OK
20250908121000,h1,10.0.0.1,58,42,25,75,OK
20250908121100,h1,10.0.0.1,10,93,39,52,OK
20250908121200,h1,10.0.0.1,70,75,33,56,OK
20250908121300,h1,10.0.0.1,22,3,27,44,OK
20250908121400,h1,10.0.0.1,20,95,25,26,OK
20250908121500,h1,10.0.0.1,25,37,43,54,OK
20250908121600,h1,10.0.0.1,46,66,48,48,OK
20250908121700,h1,10.0.0.1,69,95,15,89,OK
20250908121800,h1,10.0.0.1,81,98,34,78,OK
20250908121900,h1,10.0.0.1,64,42,6,41,OK
20250908122000,h1,10.0.0.1,78,93,13,46,OK
20250908122100,h1,10.0.0.1,72,73,14,98,OK
20250908122200,h1,10.0.0.1,85,84,26,85,OK
20250908122300,h1,10.0.0.1,36,24,48,2,OK
20250908122400,h1,10.0.0.1,82,22,43,6,OK
20250908122500,h1,10.0.0.1,69,11,43,43,OK
20250908122600,h1,10.0.0.1,73,33,2,27,OK
20250908122700,h1,10.0.0.1,13,21,30,13,OK
20250908122800,h1,10.0.0.1,94,19,21,24,OK
20250908122900,h1,10.0.0.1,56,96,6,61,OK
20250908123000,h1,10.0.0.1,46,21,46,47,OK
20250908123100,h1,10.0.0.1,19,62,11,59,OK
20250908123200,h1,10.0.0.1,65,66,24,25,OK
20250908123300,h1,10.0.0.1,92,90,33,37,OK
20250908123400,h1,10.0.0.1,71,66,29,37,OK
20250908123500,h1,10.0.0.1,11,51,8,75,OK
20250908123600,h1,10.0.0.1,81,39,29,64,OK
20250908123700,h1,10.0.0.1,98,70,12,44,OK
20250908123800,h1,10.0.0.1,73,58,26,75,OK
20250908123900,h1,10.0.0.1,10,57,29,9,OK
20250908124000,h1,10.0.0.1,7,20,3,56,OK
20250908124100,h1,10.0.0.1,7,52,7,1,OK
20250908124200,h1,10.0.0.1,44,66,12,37,LOSS
20250908124300,h1,10.0.0.1,10,85,14,64,OK
20250908124400,h1,10.0.0.1,97,66,35,42,OK
20250908124500,h1,10.0.0.1,48,80,17,81,OK
20250908124600,h1,10.0.0.1,48,15,9,62,OK
20250908124700,h1,10.0.0.1,10,35,33,95,OK
20250908124800,h1,10.0.0.1,97,89,22,89,LOSS
20250908124900,h1,10.0.0.1,97,91,46,76,OK
20250908125000,h1,10.0.0.1,30,88,37,33,OK
20250908125100,h1,10.0.0.1,65,19,15,31,OK
20250908125200,h1,10.0.0.1,82,97,3,93,OK
20250908125300,h1,10.0.0.1,41,67,4,20,OK
20250908125400,h1,10.0.0.1,45,54,43,18,OK
20250908125500,h1,10.0.0.1,87,66,0,87,OK
20250908125600,h1,10.0.0.1,60,92,2,64,OK
20250908125700,h1,10.0.0.1,55,6,32,83,OK
20250908125800,h1,10.0.0.1,36,11,6,5,OK
20250908125900,h1,10.0.0.1,85,14,4,27,LOSS
20250908130000,h1,10.0.0.1,47,82,39,15,OK
20250908130100,h1,10.0.0.1,80,57,29,55,OK
20250908130200,h1,10.0.0.1,3,63,26,59,OK
20250908130300,h1,10.0.0.1,80,5,6,65,OK
20250908130400,h1,10.0.0.1,53,99,21,85,OK
20250908130500,h1,10.0.0.1,80,49,15,53,OK
20250908130600,h1,10.0.0.1,72,48,45,46,OK
20250908130700,h1,10.0.0.1,44,24,1,97,OK
20250908130800,h1,10.0.0.1,96,67,2,65,OK
20250908130900,h1,10.0.0.1,59,97,24,71,OK
20250908131000,h1,10.0.0.1,95,13,19,85,OK
20250908131100,h1,10.0.0.1,75,69,9,4,OK
20250908131200,h1,10.0.0.1,32,93,6,38,OK
20250908131300,h1,10.0.0.1,40,75,4,52,OK
20250908131400,h1,10.0.0.1,21,67,7,25,OK
20250908131500,h1,10.0.0.1,88,86,10,49,OK
20250908131600,h1,10.0.0.1,79,38,19,86,OK
20250908131700,h1,10.0.0.1,47,41,49,3,OK
20250908131800,h1,10.0.0.1,45,69,39,82,OK
20250908131900,h1,10.0.0.1,46,28,46,37,OK
20250908132000,h1,10.0.0.1,8,79,40,87,OK
20250908132100,h1,10.0.0.1,21,69,44,26,OK
20250908132200,h1,10.0.0.1,44,30,22,65,OK
20250908132300,h1,10.0.0.1,52,26,48,44,OK
20250908132400,h1,10.0.0.1,74,30,4,68,OK
20250908132500,h1,10.0.0.1,83,42,34,33,OK
20250908132600,h1,10.0.0.1,2,30,14,21,OK
20250908132700,h1,10.0.0.1,65,40,47,68,OK
20250908132800,h1,10.0.0.1,84,59,34,10,OK
20250908132900,h1,10.0.0.1,50,37,40,83,OK
20250908133000,h1,10.0.0.1,39,66,6,16,OK
20250908133100,h1,10.0.0.1,45,51,18,86,OK
20250908133200,h1,10.0.0.1,48,47,25,31,OK
20250908133300,h1,10.0.0.1,51,52,23,21,OK
20250908133400,h1,10.0.0.1,93,96,34,15,OK
20250908133500,h1,10.0.0.1,4,91,28,55,OK
20250908133600,h1,10.0.0.1,33,89,29,56,LOSS
20250908133700,h1,10.0.0.1,28,71,1,66,OK
20250908133800,h1,10.0.0.1,48,13,32,28,OK
20250908133900,h1,10.0.0.1,75,58,11,49,OK
20250908134000,h1,10.0.0.1,39,44,4,10,OK
20250908134100,h1,10.0.0.1,32,41,49,97,OK
20250908134200,h1,10.0.0.1,21,61,31,54,OK
20250908134300,h1,10.0.0.1,45,50,44,7,OK
20250908134400,h1,10.0.0.1,46,13,38,66,OK
20250908134500,h1,10.0.0.1,54,13,34,82,OK
20250908134600,h1,10.0.0.1,8,81,27,88,OK
20250908134700,h1,10.0.0.1,47,25,34,96,OK
20250908134800,h1,10.0.0.1,93,37,12,50,OK
20250908134900,h1,10.0.0.1,12,27,31,4,OK
20250908135000,h1,10.0.0.1,43,58,49,2,OK
20250908135100,h1,10.0.0.1,36,34,29,51,OK
20250908135200,h1,10.0.0.1,48,84,9,49,OK
20250908135300,h1,10.0.0.1,58,33,4,36,OK
20250908135400,h1,10.0.0.1,36,88,20,6,OK
20250908135500,h1,10.0.0.1,9,10,42,54,OK
20250908135600,h1,10.0.0.1,53,27,45,56,OK
20250908135700,h1,10.0.0.1,31,82,10,55,OK
20250908135800,h1,10.0.0.1,45,72,39,37,OK
20250908135900,h1,10.0.0.1,21,56,7,79,OK
20250908140000,h1,10.0.0.1,19,16,5,83,LOSS
20250908140100,h1,10.0.0.1,53,47,35,40,OK
20250908140200,h1,10.0.0.1,77,27,9,68,OK
20250908140300,h1,10.0.0.1,98,39,45,2,OK
20250908140400,h1,10.0.0.1,11,6,9,30,OK
20250908140500,h1,10.0.0.1,77,3,0,27,OK
20250908140600,h1,10.0.0.1,98,60,43,51,OK
20250908140700,h1,10.0.0.1,38,6,19,71,OK
20250908140800,h1,10.0.0.1,53,83,30,77,OK
20250908140900,h1,10.0.0.1,66,9,3,21,OK
20250908141000,h1,10.0.0.1,16,82,25,3,OK
20250908141100,h1,10.0.0.1,77,89,27,70,OK
20250908141200,h1,10.0.0.1,39,10,25,43,OK
20250908141300,h1,10.0.0.1,38,40,49,2,OK
20250908141400,h1,10.0.0.1,61,76,28,37,OK
20250908141500,h1,10.0.0.1,65,98,11,8,OK
20250908141600,h1,10.0.0.1,27,47,21,94,OK
20250908141700,h1,10.0.0.1,45,42,42,78,LOSS
20250908141800,h1,10.0.0.1,35,39,29,54,OK
20250908141900,h1,10.0.0.1,26,55,40,17,OK
20250908142000,h1,10.0.0.1,67,68,9,71,LOSS
20250908142100,h1,10.0.0.1,95,77,17,46,OK
20250908142200,h1,10.0.0.1,52,70,27,6,OK
20250908142300,h1,10.0.0.1,43,66,47,29,OK
20250908142400,h1,10.0.0.1,94,90,8,33,OK
20250908142500,h1,10.0.0.1,30,78,21,61,OK
20250908142600,h1,10.0.0.1,1,25,40,22,OK
20250908142700,h1,10.0.0.1,73,34,42,86,OK
20250908142800,h1,10.0.0.1,69,83,11,34,OK
20250908142900,h1,10.0.0.1,86,63,22,71,OK
20250908143000,h1,10.0.0.1,84,50,22,39,OK
20250908143100,h1,10.0.0.1,98,69,43,42,OK
20250908143200,h1,10.0.0.1,61,82,45,92,OK
20250908143300,h1,10.0.0.1,16,86,23,53,OK
20250908143400,h1,10.0.0.1,24,40,8,85,OK
20250908143500,h1,10.0.0.1,87,32,42,60,OK
20250908143600,h1,10.0.0.1,20,41,24,16,OK
20250908143700,h1,10.0.0.1,78,52,3,33,OK
20250908143800,h1,10.0.0.1,48,96,6,57,OK
20250908143900,h1,10.0.0.1,79,1,10,58,OK
20250908144000,h1,10.0.0.1,78,60,4,16,OK
20250908144100,h1,10.0.0.1,13,95,3,79,OK
20250908144200,h1,10.0.0.1,74,44,43,60,OK
20250908144300,h1,10.0.0.1,91,61,15,34,OK
20250908144400,h1,10.0.0.1,34,1,33,38,OK
20250908144500,h1,10.0.0.1,48,68,9,4,OK
20250908144600,h1,10.0.0.1,42,85,30,99,OK
20250908144700,h1,10.0.0.1,23,46,33,51,OK
20250908144800,h1,10.0.0.1,60,15,37,41,OK
20250908144900,h1,10.0.0.1,74,86,27,65,OK
20250908145000,h1,10.0.0.1,94,76,19,95,OK
20250908145100,h1,10.0.0.1,87,25,40,68,OK
20250908145200,h1,10.0.0.1,5,8,27,64,OK
20250908145300,h1,10.0.0.1,73,25,3,71,OK
20250908145400,h1,10.0.0.1,62,35,3,30,OK
20250908145500,h1,10.0.0.1,98,45,32,38,OK
20250908145600,h1,10.0.0.1,46,10,24,71,LOSS
20250908145700,h1,10.0.0.1,35,79,17,22,OK
20250908145800,h1,10.0.0.1,5,19,8,92,OK
20250908145900,h1,10.0.0.1,75,63,49,96,OK
20250908150000,h1,10.0.0.1,29,15,7,65,OK
20250908150100,h1,10.0.0.1,46,60,38,35,OK
20250908150200,h1,10.0.0.1,70,5,22,30,OK
20250908150300,h1,10.0.0.1,40,40,19,24,OK
20250908150400,h1,10.0.0.1,90,12,22,9,OK
20250908150500,h1,10.0.0.1,90,20,45,56,OK
20250908150600,h1,10.0.0.1,92,51,41,22,OK
20250908150700,h1,10.0.0.1,79,73,45,80,OK
20250908150800,h1,10.0.0.1,83,45,38,92,OK
20250908150900,h1,10.0.0.1,48,55,1,53,OK
20250908151000,h1,10.0.0.1,33,21,37,69,OK
20250908151100,h1,10.0.0.1,50,69,21,70,LOSS
20250908151200,h1,10.0.0.1,89,91,46,54,OK
20250908151300,h1,10.0.0.1,70,57,38,52,OK
20250908151400,h1,10.0.0.1,12,81,15,80,OK
20250908151500,h1,10.0.0.1,83,10,21,47,OK
20250908151600,h1,10.0.0.1,57,78,31,86,OK
20250908151700,h1,10.0.0.1,34,39,3,56,OK
20250908151800,h1,10.0.0.1,93,11,27,8,OK
20250908151900,h1,10.0.0.1,10,51,35,23,OK
20250908152000,h1,10.0.0.1,80,35,42,97,OK
20250908152100,h1,10.0.0.1,68,21,37,61,OK
20250908152200,h1,10.0.0.1,80,2,8,77,OK
20250908152300,h1,10.0.0.1,77,83,44,35,OK
20250908152400,h1,10.0.0.1,75,72,12,38,OK
20250908152500,h1,10.0.0.1,27,8,34,36,OK
20250908152600,h1,10.0.0.1,55,55,49,86,OK
20250908152700,h1,10.0.0.1,20,90,33,1,OK
20250908152800,h1,10.0.0.1,16,88,31,57,LOSS
20250908152900,h1,10.0.0.1,4,3,43,73,OK
20250908153000,h1,10.0.0.1,29,13,35,20,OK
20250908153100,h1,10.0.0.1,53,29,47,61,OK
20250908153200,h1,10.0.0.1,69,26,17,63,OK
20250908153300,h1,10.0.0.1,26,45,44,53,OK
20250908153400,h1,10.0.0.1,91,63,11,16,OK
20250908153500,h1,10.0.0.1,62,89,37,81,OK
20250908153600,h1,10.0.0.1,59,82,13,36,OK
20250908153700,h1,10.0.0.1,17,64,19,16,OK
20250908153800,h1,10.0.0.1,79,16,13,59,OK
20250908153900,h1,10.0.0.1,42,1,8,98,OK
20250908154000,h1,10.0.0.1,88,27,2,87,OK
20250908154100,h1,10.0.0.1,19,50,34,4,OK
20250908154200,h1,10.0.0.1,97,30,27,56,LOSS
20250908154300,h1,10.0.0.1,56,9,1,86,OK
20250908154400,h1,10.0.0.1,33,45,28,58,OK
20250908154500,h1,10.0.0.1,7,14,1,91,LOSS
20250908154600,h1,10.0.0.1,7,91,21,84,OK
20250908154700,h1,10.0.0.1,20,81,34,66,OK
20250908154800,h1,10.0.0.1,8,63,8,53,OK
20250908154900,h1,10.0.0.1,89,47,23,85,OK
20250908155000,h1,10.0.0.1,21,94,1,14,OK
20250908155100,h1,10.0.0.1,25,19,31,53,OK
20250908155200,h1,10.0.0.1,82,87,30,73,OK
20250908155300,h1,10.0.0.1,46,75,30,57,OK
20250908155400,h1,10.0.0.1,23,62,19,27,OK
20250908155500,h1,10.0.0.1,10,78,1,2,OK
20250908155600,h1,10.0.0.1,51,62,19,6,OK
20250908155700,h1,10.0.0.1,10,79,1,76,OK
20250908155800,h1,10.0.0.1,22,11,21,40,OK
20250908155900,h1,10.0.0.1,95,63,22,49,OK
20250908160000,h1,10.0.0.1,7,88,7,7,OK
20250908160100,h1,10.0.0.1,65,26,26,77,OK
20250908160200,h1,10.0.0.1,19,21,6,20,OK
20250908160300,h1,10.0.0.1,33,53,31,30,OK
20250908160400,h1,10.0.0.1,41,48,35,91,OK
20250908160500,h1,10.0.0.1,19,49,37,2,OK
20250908160600,h1,10.0.0.1,93,32,48,95,OK
20250908160700,h1,10.0.0.1,67,79,43,26,LOSS
20250908160800,h1,10.0.0.1,10,73,36,93,OK
20250908160900,h1,10.0.0.1,91,70,15,95,OK
20250908161000,h1,10.0.0.1,71,35,44,6,LOSS
20250908161100,h1,10.0.0.1,35,57,19,37,OK
20250908161200,h1,10.0.0.1,82,64,34,77,OK
20250908161300,h1,10.0.0.1,41,34,34,5,OK
20250908161400,h1,10.0.0.1,80,98,48,73,OK
20250908161500,h1,10.0.0.1,43,12,21,19,OK
20250908161600,h1,10.0.0.1,40,14,6,86,OK
20250908161700,h1,10.0.0.1,58,34,21,13,OK
20250908161800,h1,10.0.0.1,52,41,18,11,OK
20250908161900,h1,10.0.0.1,3,82,36,51,OK
20250908162000,h1,10.0.0.1,86,84,14,89,LOSS
20250908162100,h1,10.0.0.1,16,81,3,45,OK
20250908162200,h1,10.0.0.1,16,8,20,71,OK
20250908162300,h1,10.0.0.1,65,92,6,81,OK
20250908162400,h1,10.0.0.1,62,90,6,80,OK
20250908162500,h1,10.0.0.1,76,66,36,83,OK
20250908162600,h1,10.0.0.1,75,87,8,35,OK
20250908162700,h1,10.0.0.1,39,94,4,58,OK
